match_id,date,team1,team2,venue,toss_winner,toss_decision,team1_runs,team1_wickets,team1_overs,team2_runs,team2_wickets,team2_overs,winner,result_margin
1,2026-04-03,RR,GT,"Narendra Modi Statdium ,Ahemdabad",RR,Bat,210,6,20,204,8,20,RR,6 Runs
